onset	duration	response_time	vS	vL	dS	dL	dDiff	choice	no_resp	k	SV_SS	SV_LL	SV_sum	SV_diff	SV_chosen	SV_unchosen	SV_chosen_minus_unchosen_abs
10.037	2.155	2.155	16.54	16.54	0	30	30	7	0	0.010124199	16.54	12.6867151385	29.2267151385	3.85328486154	16.54	12.6867151385	3.85328486154
22.078	2.004	2.001	0.18	22.91	0	14	14	8	0	0.010124199	0.18	20.0658857183	20.2458857183	19.8858857183	20.0658857183	0.18	19.8858857183
34.119	5.339	5.336	9.32	13.98	0	30	30	8	0	0.010124199	9.32	10.7231123117	20.0431123117	1.40311231171	10.7231123117	9.32	1.40311231171
46.16	4.023	4.023	16.89	19.42	0	14	14	7	0	0.010124199	16.89	17.0091445067	33.8991445067	0.119144506719	16.89	17.0091445067	0.119144506719
58.218	5.557	5.557	23.06	26.52	0	30	30	7	0	0.010124199	23.06	20.3416980334	43.4016980334	2.71830196663	23.06	20.3416980334	2.71830196663
82.284	2.914	2.914	22.7	24.97	30	42	12	7	0	0.010124199	17.4116344403	17.5201469306	34.9317813709	0.108512490235	17.4116344403	17.5201469306	0.108512490235
94.342	3.504	3.504	17.55	18.08	30	42	12	7	0	0.010124199	13.4614178162	12.685793212	26.1472110282	0.775624604163	13.4614178162	12.685793212	0.775624604163
106.4	2.776	2.773	19.7	20.68	14	42	28	7	0	0.010124199	17.2543844893	14.5100776341	31.7644621234	2.74430685519	17.2543844893	14.5100776341	2.74430685519
118.441	3.295	3.292	14.03	15.43	14	30	16	7	0	0.010124199	12.2882748419	11.8353092253	24.1235840672	0.452965616581	12.2882748419	11.8353092253	0.452965616581
130.466	2.803	2.803	20.17	20.37	30	42	12	7	0	0.010124199	15.4710425842	14.2925667992	29.7636093834	1.17847578502	15.4710425842	14.2925667992	1.17847578502
142.523	2.026	2.026	21.66	22.31	0	14	14	7	0	0.010124199	21.66	19.5403714699	41.2003714699	2.11962853013	21.66	19.5403714699	2.11962853013
154.548	2.523	2.52	21.25	31.88	14	42	28	8	0	0.010124199	18.6119629644	22.3685336062	40.9804965705	3.75657064182	22.3685336062	18.6119629644	3.75657064182
166.589	1.847	1.847	28.11	37.95	0	30	30	8	0	0.010124199	28.11	29.1088778419	57.2188778419	0.998877841867	29.1088778419	28.11	0.998877841867
178.647	1.629	1.629	22.83	23.97	0	14	14	7	0	0.010124199	22.83	20.9942942238	43.8242942238	1.83570577621	22.83	20.9942942238	1.83570577621
190.688	2.22	2.22	21.82	22.04	0	30	30	7	0	0.010124199	21.82	16.9053930866	38.7253930866	4.91460691345	21.82	16.9053930866	4.91460691345
202.729	1.749	1.746	15.06	15.51	0	30	30	7	0	0.010124199	15.06	11.8966718136	26.9566718136	3.16332818637	15.06	11.8966718136	3.16332818637
214.771	2.584	2.585	23.29	23.52	14	30	16	7	0	0.010124199	20.3987114089	18.0406009708	38.4393123797	2.35811043816	20.3987114089	18.0406009708	2.35811043816
226.828	1.783	1.783	23.65	23.89	0	14	14	7	0	0.010124199	23.65	20.9242256573	44.5742256573	2.72577434266	23.65	20.9242256573	2.72577434266
238.87	3.687	3.685	10.47	13.09	30	42	12	8	0	0.010124199	8.03082874847	9.18457041734	17.2153991658	1.15374166888	9.18457041734	8.03082874847	1.15374166888
250.911	3.814	3.811	10.79	14.57	14	42	28	8	0	0.010124199	9.45049790049	10.2230092422	19.6735071427	0.772511341733	10.2230092422	9.45049790049	0.772511341733
262.952	3.53	3.53	16.05	16.85	30	42	12	7	0	0.010124199	12.3108692849	11.8227663508	24.1336356357	0.488102934081	12.3108692849	11.8227663508	0.488102934081
