onset	duration	response_time	vS	vL	dS	dL	dDiff	choice	no_resp	k	SV_SS	SV_LL	SV_sum	SV_diff	SV_chosen	SV_unchosen	SV_chosen_minus_unchosen_abs
10.035	2.549	2.548	13.98	13.98	14	30	16	7	0	0.001594722	13.6746972327	13.341710426	27.0164076587	0.332986806733	13.6746972327	13.341710426	0.332986806733
22.093	1.762	1.762	0.11	21.45	14	30	16	8	0	0.001594722	0.107597760772	20.4706501171	20.5782478779	20.3630523563	20.4706501171	0.107597760772	20.3630523563
34.134	2.892	2.889	15.73	16.52	14	42	28	8	0	0.001594722	15.3864797905	15.4829762034	30.8694559938	0.0964964129082	15.4829762034	15.3864797905	0.0964964129082
46.176	1.983	1.983	28.36	31.2	14	42	28	8	0	0.001594722	27.7406590501	29.2414562679	56.9821153179	1.5007972178	29.2414562679	27.7406590501	1.5007972178
58.234	2.045	2.045	8.4	10.5	30	42	12	8	0	0.001594722	8.01647836754	9.84087470553	17.8573530731	1.82439633799	9.84087470553	8.01647836754	1.82439633799
70.275	1.988	1.988	9.58	14.37	30	42	12	8	0	0.001594722	9.14260270965	13.4679399541	22.6105426638	4.32533724449	13.4679399541	9.14260270965	4.32533724449
82.316	2.317	2.314	14.89	17.12	0	14	14	8	0	0.001594722	14.89	16.746124222	31.636124222	1.85612422204	16.746124222	14.89	1.85612422204
94.358	1.833	1.832	16.29	17.1	30	42	12	8	0	0.001594722	15.5462419771	16.0265673776	31.5728093546	0.480325400521	16.0265673776	15.5462419771	0.480325400521
106.399	1.927	1.927	9.26	12.5	14	30	16	8	0	0.001594722	9.05777513412	11.929283285	20.9870584191	2.87150815092	11.929283285	9.05777513412	2.87150815092
118.424	1.649	1.646	26.88	36.29	0	14	14	8	0	0.001594722	26.88	35.4974794403	62.3774794403	8.61747944029	35.4974794403	26.88	8.61747944029
130.465	2.149	2.149	14.57	14.72	14	42	28	7	0	0.001594722	14.251812495	13.795969111	28.047781606	0.45584338405	14.251812495	13.795969111	0.45584338405
142.523	2.435	2.435	5.61	6.17	0	30	30	7	0	0.001594722	5.61	5.88829422949	11.4982942295	0.278294229493	5.61	5.88829422949	0.278294229493
154.581	2.049	2.049	15.4	15.86	0	30	30	8	0	0.001594722	15.4	15.1358746321	30.5358746321	0.264125367949	15.1358746321	15.4	0.264125367949
166.623	1.305	1.303	17.58	20.22	0	30	30	8	0	0.001594722	17.58	19.2968086419	36.8768086419	1.71680864187	19.2968086419	17.58	1.71680864187
178.664	1.702	1.701	11.72	17.58	14	42	28	8	0	0.001594722	11.4640523296	16.4764359355	27.9404882651	5.01238360597	16.4764359355	11.4640523296	5.01238360597
