onset	duration	response_time	vS	vL	dS	dL	dDiff	choice	no_resp	k	SV_SS	SV_LL	SV_sum	SV_diff	SV_chosen	SV_unchosen	SV_chosen_minus_unchosen_abs
10.032	4.035	4.032	29.67	29.67	0	30	30	7	0	0.00368074	29.67	26.7195666657	56.3895666657	2.95043333428	29.67	26.7195666657	2.95043333428
22.073	1.983	1.983	0.19	21.59	0	30	30	8	0	0.00368074	0.19	19.443055083	19.633055083	19.253055083	19.443055083	0.19	19.253055083
34.115	2.664	2.661	26.25	35.44	0	14	14	8	0	0.00368074	26.25	33.703258934	59.953258934	7.45325893396	33.703258934	26.25	7.45325893396
46.156	2.558	2.556	23.76	29.7	14	42	28	8	0	0.00368074	22.5956386081	25.7233929089	48.319031517	3.12775430085	25.7233929089	22.5956386081	3.12775430085
58.197	4.387	4.386	20.77	21.39	0	14	14	7	0	0.00368074	20.77	20.3417807166	41.1117807166	0.428219283369	20.77	20.3417807166	0.428219283369
70.239	3.257	3.256	19.68	19.88	14	42	28	7	0	0.00368074	18.7155794532	17.2182172064	35.9337966596	1.49736224678	18.7155794532	17.2182172064	1.49736224678
82.28	1.834	1.831	28.14	35.17	0	30	30	8	0	0.00368074	28.14	31.6726376688	59.8126376688	3.53263766881	31.6726376688	28.14	3.53263766881
94.322	4.696	4.694	16.76	16.93	30	42	12	7	0	0.00368074	15.0933581839	14.6632000656	29.7565582495	0.430158118339	15.0933581839	14.6632000656	0.430158118339
106.363	2.436	2.436	19.93	29.9	14	42	28	8	0	0.00368074	18.9533281759	25.89661441	44.8499425859	6.94328623411	25.89661441	18.9533281759	6.94328623411
118.404	1.755	1.755	28.25	32.49	0	30	30	8	0	0.00368074	28.25	29.2591412528	57.5091412528	1.00914125276	29.2591412528	28.25	1.00914125276
130.446	2.923	2.922	19.03	19.98	0	30	30	7	0	0.00368074	19.03	17.9931561167	37.0231561167	1.03684388334	19.03	17.9931561167	1.03684388334
